player_name,country,years_active,matches,innings,not_outs,runs,high_score,batting_average,hundreds,fifties,ducks,batting_strike_rate,balls_faced,boundary_%,sixes_hit,fours_hit,consistency_score,player_impact_score,man_of_the_match_awards,catches_taken,stumpings,run_outs,matches_won_contribution_(%),bowling_wickets,bowling_average,bowling_economy_rate,bowling_strike_rate,best_bowling_figures,overs_bowled,five-wicket_hauls,ten-wicket_hauls
SC Williams (ZIM),Afghanistan,2009-2021,252,260,17,7786,174,33.85,12,49,7,110.93,16768,32.27,384,80,75.99,77.38,19,158,17,57,73.75,478,10.45,4.49,48.94,2/43,3182,24,9
RS Mahanama (SL),England,2011-2024,265,287,38,7738,225,29.42,8,46,7,132.07,5000,41.58,152,1422,73.73,94.54,18,44,36,17,27.61,427,12.82,8.26,11.03,2/15,4111,8,4
MP Vaughan (ENG),Sri Lanka,2003-2022,170,232,10,7728,197,36.28,18,34,11,95.33,2210,38.61,288,1072,86.84,58.43,40,216,11,85,50.43,93,46.2,7.05,12.26,4/31,3934,47,8
MG Bevan (AUS),South Africa,2019-2021,250,226,43,7697,108*,49.33,6,52,4,127.26,10108,33.95,270,166,68.44,76.31,24,156,31,56,44.92,25,21.89,3.03,36.43,2/20,777,10,7
Zaheer Abbas (PAK),Sri Lanka,2008-2022,140,184,38,7634,274,45.71,19,33,3,86.48,6895,60.36,359,1791,68.17,97.25,30,251,11,45,79.72,87,43.1,3.19,47.59,5/48,776,39,1
MC Cowdrey (ENG),Australia,1981-2023,115,189,11,7625,182,43.82,22,38,12,62.31,4329,52.71,97,1211,83.27,50.32,34,195,19,83,26.71,466,16.58,7.15,51.42,3/18,2549,12,8
NS Sidhu (IND),Australia,2011-2023,187,205,7,7615,201,39.05,15,48,4,131.67,14838,35.16,441,790,71.98,59.48,36,63,29,66,89.9,340,49.6,9.34,14.7,1/33,4540,12,2
Aamer Sohail (PAK),England,1992-2023,203,238,22,7603,205,33.05,10,44,18,71.62,11071,68.96,74,420,82.68,57.52,5,43,40,19,28.71,20,17.06,7.96,43.8,1/25,4228,0,2
Sikandar Raza (ZIM),New Zealand,2011-2021,255,258,14,7577,141,32.80,9,43,0,122.25,10507,27.01,379,596,64.45,77.81,44,297,5,61,25.69,592,12.2,7.39,28.15,2/21,107,16,1
Imran Khan (PAK),Pakistan,2004-2024,263,277,37,7516,136,35.45,7,37,8,117.91,6865,60.28,71,744,98.77,84.27,15,133,26,47,46.15,19,37.02,7.15,55.09,4/36,1253,3,0
Mohammad Rizwan (PAK),England,2007-2021,212,214,17,7454,171*,44.10,7,52,3,138.15,10872,26.84,61,1788,53.57,74.4,24,195,43,57,72.83,226,29.57,9.45,52.58,4/17,909,41,4
Abdul Razzaq (Asia/PAK),Afghanistan,1991-2023,343,334,49,7419,134,28.75,6,30,3,121.67,18093,54.94,285,640,65.24,67.57,34,176,43,7,84.32,83,34.39,9.39,24.82,3/34,3054,30,6
SM Pollock (Afr/ICC/SA),Sri Lanka,1980-2023,423,370,38,7386,130,28.73,3,30,15,125.55,12382,45.9,346,1524,70.6,82.98,36,275,34,51,33.05,430,11.87,3.05,25.38,7/13,4295,27,5
A Flintoff (ENG/ICC),Afghanistan,2001-2021,227,259,31,7315,167,31.39,8,44,2,65.91,12862,38.3,184,1772,94.74,68.12,20,103,10,9,49.28,492,43.92,9.33,47.47,2/39,1598,23,3
IT Botham (ENG),West Indies,2010-2022,218,267,48,7313,208,29.72,14,31,17,135.74,13184,58.11,425,832,54.56,64.03,11,279,15,84,71.87,89,41.38,6.28,23.06,3/14,358,12,2
Litton Das (BAN),Bangladesh,1983-2024,229,260,15,7266,176,29.41,9,40,18,79.9,14014,56.8,454,316,99.29,82.85,2,263,47,79,60.56,173,16.04,9.47,37.15,2/49,842,21,1
WR Hammond (ENG),England,2017-2022,85,140,27,7249,336*,58.45,22,24,0,83.05,10151,21.38,461,1574,60.73,75.8,45,212,37,88,40.65,97,13.23,7.36,47.37,3/48,727,10,1
UT Khawaja (AUS),Afghanistan,2003-2023,122,179,47,7246,195*,43.91,17,39,19,137.49,18693,31.53,429,1540,59.86,76.23,20,164,20,2,84.07,328,22.01,8.45,40.38,4/44,1425,19,5
CA Pujara (IND),India,1995-2021,108,181,39,7246,206*,42.62,19,35,13,149.85,14018,60.5,318,435,70.97,90.86,2,84,32,87,79.92,375,22.13,6.79,42.5,3/39,3307,15,9
GA Hick (ENG),South Africa,2001-2023,185,232,33,7229,178,34.26,11,45,18,126.71,18694,40.46,362,1504,69.44,60.76,1,116,46,62,41.02,579,46.51,3.93,49.05,1/36,1304,39,0
GR Marsh (AUS),India,2013-2023,167,208,30,7211,138,36.97,13,37,12,61.91,3347,21.81,360,517,59.15,69.95,19,25,43,38,60.6,268,44.76,7.12,42.15,1/31,2006,48,6
DM Bravo (WI),India,2000-2021,204,241,37,7052,218,32.20,12,35,19,124.76,13140,35.72,329,1047,80.66,79.25,26,30,2,59,47.65,415,18.77,6.02,16.37,3/36,3238,6,1
DG Bradman (AUS),Pakistan,2010-2023,52,80,45,6996,334,99.94,29,13,8,97.47,13678,63.78,194,437,88.76,65.79,1,290,36,93,33.03,594,42.27,5.75,23.38,5/41,431,20,8
DL Vettori (ICC/NZ),West Indies,1991-2022,442,383,10,6989,140,23.53,6,27,15,107.06,16514,20.1,184,1641,54.64,55.1,2,80,6,19,30.69,300,12.42,7.51,58.32,7/43,4247,2,7
L Hutton (ENG),Bangladesh,2018-2022,79,138,37,6971,364,56.67,19,33,6,100.5,4373,20.65,123,1984,66.61,78.46,9,167,48,66,29.04,444,41.52,9.01,17.51,4/36,3840,12,1
RJ Shastri (IND),Sri Lanka,2014-2024,230,249,5,6938,206,32.42,15,30,9,78.69,13419,49.71,205,715,85.84,62.06,25,99,34,83,58.76,241,21.71,3.19,14.39,5/20,4266,3,4
TM Head (AUS),West Indies,1983-2021,156,184,28,6911,175,40.89,13,37,3,69.99,15658,52.1,306,1730,69.24,77.81,43,133,39,43,51.9,341,10.83,3.72,16.52,1/27,903,17,8
DA Miller (SA/World),Afghanistan,1992-2023,298,258,20,6895,139,38.51,8,31,15,125.2,4204,44.26,95,192,75.02,89.46,29,114,2,80,64.11,432,35.18,7.97,36.67,5/46,1862,14,4
A Symonds (AUS),Sri Lanka,2013-2021,238,213,2,6887,162*,40.27,8,42,19,114.91,7210,42.17,151,1555,64.14,75.03,8,27,33,94,89.36,574,13.03,5.88,30.9,4/50,2735,38,2
GJ Maxwell (AUS),England,2007-2024,263,249,40,6873,201*,32.11,10,34,2,110.64,7104,48.83,233,1287,87.64,89.74,7,243,10,30,81.27,191,37.75,6.19,16.04,1/43,1174,1,7
Kamran Akmal (PAK),Pakistan,1996-2022,268,283,23,6871,158*,26.73,11,27,18,127.43,10925,60.67,234,1423,63.42,98.98,37,115,40,67,36.25,476,23.12,9.58,21.06,4/21,2217,18,1
KF Barrington (ENG),England,2006-2023,82,131,33,6806,256,58.67,20,35,3,103.3,12444,52.19,43,517,93.33,89.49,6,244,49,16,51.55,65,43.05,9.84,20.56,3/10,2559,41,6
IJL Trott (ENG),Bangladesh,1986-2022,127,165,12,6792,226,45.89,13,42,14,65.84,12989,36.59,418,860,85.66,73.98,41,34,41,40,68.47,316,36.12,3.94,46.42,2/18,2080,2,1
BJ Haddin (AUS),New Zealand,2012-2022,226,256,47,6790,169,30.72,6,34,18,101.46,19100,30.56,398,856,61.07,84.81,9,185,25,47,40.61,181,42.14,4.07,41.89,4/30,3028,0,8
Mudassar Nazar (PAK),Pakistan,1984-2024,198,231,9,6767,231,31.76,10,33,9,84.01,9422,67.85,93,1542,85.65,83.01,19,140,17,32,39.15,326,10.61,8.23,34.6,5/10,3431,32,0
MM Ali (ENG),Pakistan,2002-2021,298,305,7,6678,155*,25.20,8,28,5,95.97,17692,25.4,99,817,69.11,52.82,48,218,19,17,33.9,520,29.34,8.38,47.62,7/27,2375,7,0
Mohammad Ashraful (Asia/BAN),West Indies,1987-2023,261,311,21,6655,190,22.71,9,30,17,90.26,8165,36.47,356,777,82.63,71.51,46,161,40,87,22.98,113,45.08,4.16,21.19,2/49,2550,25,7
RA Smith (ENG),Bangladesh,1983-2022,133,182,47,6655,175,41.85,13,43,3,117.98,16369,24.44,395,329,79.05,52.43,39,259,19,18,21.33,536,20.29,3.44,42.79,3/37,262,38,6
SB Styris (NZ),Pakistan,2017-2024,248,238,3,6647,170,31.80,9,35,6,96.24,7758,35.4,320,1390,75.06,57.09,39,172,10,24,44.05,436,28.84,4.48,22.5,3/35,4466,34,5
Wasim Akram (PAK),Australia,1980-2023,460,427,12,6615,257*,18.73,3,13,2,147.26,5077,33.9,364,1676,57.2,79.89,2,105,20,95,64.25,216,25.46,8.53,35.73,6/36,1222,12,1
DM de Silva (SL),New Zealand,2004-2021,194,230,7,6593,173,31.69,12,30,6,127.87,7831,55.35,340,505,76.72,96.35,27,141,3,68,22.62,67,14.43,5.89,29.28,6/12,1527,5,4
GR Viswanath (IND),Sri Lanka,2000-2023,116,178,47,6519,222,39.03,14,37,2,87.06,17795,37.37,221,938,84.91,70.28,28,293,40,28,27.95,142,29.37,7.88,12.75,2/46,3379,4,3
RA Jadeja (IND),Afghanistan,1980-2022,348,286,33,6506,175*,32.36,4,34,0,77.16,15134,38.89,164,438,62.42,54.64,47,188,32,99,28.26,148,25.72,9.18,45.04,2/23,368,32,9
MW Gatting (ENG),India,2008-2023,171,226,33,6504,207,33.35,11,30,0,104.48,19329,35.86,36,1453,96.9,86.1,33,136,29,78,40.28,132,48.4,6.39,27.19,6/16,4407,25,8
MR Marsh (AUS),England,1991-2021,200,224,20,6433,181,32.98,6,37,4,77.68,7386,40.07,106,609,66.49,96.13,25,189,31,6,87.43,524,10.36,8.08,46.05,6/38,4927,37,1
DJ Bravo (WI),Bangladesh,2002-2021,295,286,26,6423,113,26.32,5,27,17,89.26,9547,21.26,384,936,56.0,78.14,33,66,20,2,74.27,514,43.35,5.92,24.2,1/47,4063,27,6
RB Kanhai (WI),West Indies,2017-2024,86,142,40,6391,256,47.69,15,30,8,144.67,5534,28.83,186,1252,99.57,61.38,12,223,27,19,37.44,248,37.85,8.4,32.68,1/37,1960,37,3
KJ Hughes (AUS),Sri Lanka,1987-2022,167,212,1,6383,213,31.91,9,39,1,69.3,17747,58.11,113,314,63.33,88.49,39,155,33,79,88.38,281,48.74,5.77,21.93,5/21,1870,23,1
AP Gurusinha (SL),England,1989-2022,188,213,25,6354,143,31.61,9,30,5,121.7,13255,54.13,52,160,87.87,93.43,47,107,4,4,72.83,506,11.14,7.18,41.49,6/25,2524,4,6
TT Samaraweera (SL),New Zealand,2005-2024,134,174,1,6324,231,44.22,16,30,6,116.91,890,39.68,254,868,99.4,52.29,3,155,33,60,23.81,247,20.32,7.92,49.52,1/44,3564,2,4
M Amarnath (IND),Sri Lanka,2010-2024,154,188,16,6302,138,37.96,13,37,9,114.22,12353,38.72,371,941,82.99,54.34,13,269,13,34,63.35,208,20.69,6.19,12.31,3/48,2880,4,6
MJ Slater (AUS),Australia,1989-2022,116,173,33,6299,219,38.17,14,30,2,73.25,7233,62.97,413,895,94.67,87.72,11,86,16,69,52.42,588,41.12,4.64,44.78,1/14,3541,6,4
MDKJ Perera (SL),England,2008-2023,210,223,20,6295,153*,29.69,8,39,17,87.98,18288,39.82,210,388,80.85,81.35,8,209,31,79,24.81,434,32.64,3.61,47.94,7/39,2026,32,4
Asad Shafiq (PAK),South Africa,2009-2024,147,196,33,6188,137,33.26,12,36,17,135.41,2530,46.41,275,1678,90.59,88.25,13,40,44,98,79.4,530,12.56,3.83,17.56,6/27,940,9,2
AC Parore (NZ),England,1986-2022,257,289,33,6179,110,25.96,3,28,14,104.97,10584,46.75,399,975,89.37,64.56,31,133,5,12,22.22,477,10.81,9.23,11.25,6/34,1399,12,5
CR Ervine (ZIM),Sri Lanka,1998-2022,211,227,14,6169,160,29.65,7,34,8,126.21,14803,46.63,461,1486,90.2,58.42,25,78,23,42,44.2,565,18.89,8.27,17.34,6/11,4529,30,1
Sarfaraz Ahmed (PAK),West Indies,1982-2021,232,228,34,6164,118,34.24,6,35,4,79.99,3999,23.88,338,1352,96.02,84.88,12,239,40,85,59.45,475,28.02,9.45,44.38,1/43,3341,5,6
KC Wessels (AUS/SA),Pakistan,2019-2023,149,176,41,6155,179,37.07,7,41,7,99.96,12960,61.14,430,1345,69.81,91.74,46,205,26,23,82.38,63,20.33,6.78,30.85,7/43,1310,44,7
K Srikkanth (IND),India,2017-2022,189,217,32,6153,123,29.30,6,39,16,101.56,13077,53.55,93,1872,60.44,59.85,41,295,28,62,80.32,246,47.23,6.42,47.86,2/13,1505,44,5
RN Harvey (AUS),South Africa,2016-2023,79,137,45,6149,205,48.41,21,24,1,83.55,3636,35.41,378,1660,66.19,91.82,48,254,16,93,20.32,518,46.92,5.31,37.41,6/26,2813,43,9
IA Healy (AUS),Sri Lanka,1983-2024,287,302,36,6120,161*,25.18,4,26,14,127.03,14613,68.98,215,1112,91.5,55.23,28,261,28,19,34.48,266,26.58,9.27,36.31,6/46,3921,38,4
AK Markram (SA),Bangladesh,2016-2024,165,191,27,6101,175,35.06,10,31,19,130.53,3874,53.87,397,1365,59.98,55.81,16,142,48,15,84.05,367,39.6,8.51,43.38,4/17,4642,5,7
KC Brathwaite (WI),India,2008-2024,104,191,47,6020,212,33.25,12,31,18,125.46,9551,40.82,275,475,81.48,84.45,11,288,17,66,50.95,122,29.33,8.66,38.83,1/36,1274,16,5
IM Chappell (AUS),England,2017-2023,91,152,22,6018,196,42.98,14,34,8,132.4,4696,23.23,57,1399,80.77,60.71,6,166,9,18,59.89,332,41.65,3.32,35.89,6/43,942,30,9
Moin Khan (PAK),Bangladesh,2015-2022,288,287,6,6007,137,25.23,4,27,12,105.01,13134,34.38,145,1796,72.7,99.37,6,197,21,98,59.37,433,34.43,8.64,44.38,7/35,1778,8,6
JJ Roy (ENG),Pakistan,2012-2022,185,184,35,5980,180,33.22,12,30,4,91.32,5587,67.21,306,1137,73.48,53.06,4,205,39,12,52.35,455,14.79,4.52,30.64,2/37,1084,4,9
A Jadeja (IND),Sri Lanka,2006-2021,211,203,40,5935,119,35.96,6,34,10,103.33,12419,47.64,256,1846,53.02,67.65,10,233,23,94,89.69,484,31.38,5.8,39.05,3/24,4357,5,2
M Labuschagne (AUS),Afghanistan,2004-2021,109,143,39,5888,215,44.60,13,32,1,142.9,11442,62.97,37,664,66.43,65.1,14,208,5,47,81.8,8,46.97,3.57,29.4,6/26,3877,19,3
Umar Akmal (PAK),Bangladesh,1998-2023,221,219,49,5887,129,31.65,3,34,15,147.9,2710,64.46,361,634,52.18,79.91,34,26,23,84,67.95,496,13.48,3.17,50.22,1/30,4456,20,9
KD Walters (AUS),South Africa,1984-2022,102,149,2,5870,250,45.50,15,35,14,100.81,15052,68.59,195,133,87.14,96.56,19,135,47,44,63.96,484,33.98,9.17,20.92,7/19,4462,4,3
A Balbirnie (IRE),South Africa,2002-2024,230,229,7,5867,145*,27.16,8,32,0,132.15,3468,39.46,280,1645,68.01,77.09,38,115,24,20,88.52,7,32.1,7.49,25.93,7/18,2806,6,5
KJ O'Brien (IRE),Sri Lanka,2008-2022,266,250,8,5850,142,26.47,4,24,15,130.77,5314,26.96,380,1026,92.9,73.98,31,65,3,13,24.7,396,35.42,8.97,28.43,1/50,2121,19,4
DCS Compton (ENG),England,2019-2022,78,131,18,5807,278,50.06,17,28,2,133.57,12895,56.32,254,273,87.83,85.84,30,78,16,45,73.44,471,46.98,9.82,18.02,3/14,4648,39,1
E Chigumbura (Afr/ZIM),West Indies,2001-2022,284,281,4,5802,117,23.58,2,26,10,106.24,9568,36.89,378,674,67.95,76.81,18,278,31,55,53.75,523,10.2,5.37,59.52,1/36,949,28,0
JO Holder (WI),England,1984-2024,270,281,11,5801,202*,26.01,3,26,15,107.87,18929,66.67,306,1743,65.54,69.8,25,252,15,89,73.68,399,42.59,8.44,32.54,7/28,1784,31,7
RP Arnold (SL),Pakistan,1996-2023,225,225,49,5778,123,32.46,4,38,11,126.75,14357,58.84,348,927,87.83,81.26,10,278,17,87,70.68,588,47.95,5.88,57.26,3/46,2701,1,3
D Ramdin (WI),West Indies,2006-2021,284,286,28,5734,169,24.50,6,24,12,111.05,12293,23.02,485,1279,78.87,54.75,15,220,29,17,24.77,413,24.02,8.5,46.52,1/49,4336,11,9
AH Jones (NZ),England,2011-2023,126,161,10,5706,186,39.62,7,36,5,88.37,15468,20.14,133,674,54.01,64.91,30,233,42,35,86.77,485,12.47,9.6,48.37,2/15,1349,26,9
Mohammad Nabi (AFG),Bangladesh,2005-2024,296,271,48,5663,136,24.40,2,22,7,103.43,6439,26.9,39,944,97.1,74.89,40,257,42,32,48.44,356,41.32,7.35,45.55,3/35,2767,42,9
RS Kaluwitharana (SL),South Africa,2010-2022,238,259,44,5644,132*,23.41,5,32,4,92.65,6528,43.56,239,1948,54.98,70.74,24,81,24,41,37.25,285,33.56,7.82,38.59,2/41,629,37,0
KR Rutherford (NZ),Bangladesh,1984-2022,177,214,19,5608,108,28.46,5,36,4,67.63,3987,20.48,339,855,73.36,60.45,10,248,43,48,39.22,241,49.51,9.52,42.55,5/34,2933,31,4
GM Wood (AUS),West Indies,2003-2022,142,189,9,5593,172,32.51,12,24,7,146.1,6433,69.78,342,248,73.37,81.41,24,269,12,59,26.38,332,45.49,9.82,14.72,2/49,4115,16,5
SM Katich (AUS),Afghanistan,2018-2024,104,143,37,5581,157,42.28,11,34,2,99.1,4667,20.27,341,89,97.78,57.08,19,227,36,86,51.84,71,45.56,7.81,37.87,5/29,2918,22,9
HDRL Thirimanne (SL),New Zealand,1984-2021,197,211,14,5573,155*,29.48,7,31,19,107.43,18790,52.97,87,370,88.09,56.03,17,265,43,81,43.76,121,23.48,6.09,24.93,3/49,3017,6,6
Fakhar Zaman (PAK),Bangladesh,2008-2021,177,171,46,5532,210*,34.14,11,29,15,78.59,10561,62.67,475,867,89.0,71.44,22,116,18,84,74.66,551,35.76,9.64,15.69,5/29,3096,5,2
WW Hinds (WI),Australia,2007-2023,169,196,36,5518,213,29.98,10,28,7,117.11,5169,58.53,95,972,71.48,97.14,46,123,28,14,46.55,30,24.56,4.11,27.05,4/18,3776,42,7
MJ Prior (ENG),India,2007-2023,157,193,16,5508,131*,34.21,7,31,14,122.13,12203,21.02,307,860,97.8,51.01,0,204,43,55,72.23,322,42.99,7.59,50.74,2/42,3881,11,3
L Klusener (SA),Sri Lanka,2000-2024,220,206,14,5482,174,37.80,6,27,6,85.05,8180,40.93,169,1907,99.67,96.33,13,131,39,66,75.87,368,13.05,9.67,49.51,2/40,1491,7,0
WTS Porterfield (IRE),Pakistan,1997-2021,212,210,22,5480,139,27.26,11,23,1,96.38,13310,38.08,33,1927,82.31,93.63,49,100,23,18,84.1,370,12.71,5.31,12.99,3/12,410,18,7
D Elgar (SA),Sri Lanka,2016-2024,94,159,24,5451,199,37.08,14,23,8,143.81,10217,33.04,353,1910,75.67,51.92,44,215,44,60,26.33,126,12.65,5.58,34.9,3/33,1778,33,5
RD Berrington (SCOT),England,2014-2021,220,203,22,5431,127,31.94,5,30,5,95.06,7091,33.3,259,647,83.21,78.48,14,29,41,48,44.29,323,44.15,3.75,35.69,7/32,3150,20,4
JB Hobbs (ENG),West Indies,1999-2021,61,102,34,5410,211,56.94,15,28,14,138.19,9859,60.97,399,980,74.77,83.66,43,211,0,2,81.94,294,10.16,6.17,16.21,1/33,3350,25,2
T Bavuma (SA),India,2001-2024,137,177,32,5383,172,34.72,7,26,14,63.71,1977,37.96,420,1044,73.7,80.08,42,14,47,1,80.65,184,13.84,6.14,43.29,4/15,3245,0,6
JH Edrich (ENG),Australia,1980-2023,84,133,35,5361,310*,43.23,12,26,12,94.99,2749,56.08,42,1975,50.76,67.32,17,106,11,44,48.24,246,39.19,3.03,47.39,4/25,1629,9,9
SE Marsh (AUS),South Africa,2002-2021,126,155,21,5293,182,35.76,13,25,19,117.65,6173,33.8,301,179,74.89,87.74,45,62,20,97,21.94,138,28.78,9.13,54.93,2/10,3956,0,1
AL Logie (WI),South Africa,2001-2022,210,211,36,5279,130,31.80,3,30,13,61.45,11674,21.85,402,896,83.01,83.41,49,22,21,79,64.33,525,27.52,6.22,20.02,1/40,184,38,2
PJL Dujon (WI),India,1981-2023,250,235,44,5267,139,28.01,5,22,17,93.31,10901,69.01,288,1111,68.03,73.72,33,231,39,94,34.14,249,41.3,8.57,21.22,6/14,2526,10,2
WM Lawry (AUS),Sri Lanka,1984-2023,68,124,44,5261,210,46.97,13,27,0,147.33,8999,54.7,250,1152,63.15,65.21,43,285,5,40,44.95,250,29.35,5.22,56.47,3/20,4435,25,1
AI Kallicharran (WI),Afghanistan,1990-2022,97,137,15,5225,187,42.47,12,27,9,142.57,9680,29.2,144,411,94.83,82.81,15,10,38,42,56.75,257,11.39,6.84,42.76,5/42,1566,43,9
JC Adams (WI),South Africa,1994-2023,181,195,18,5216,208*,34.77,6,28,17,94.26,4081,26.37,290,1372,84.08,87.49,34,194,27,98,82.68,119,30.73,3.36,32.69,3/45,2462,48,4
Salman Butt (PAK),South Africa,1993-2023,135,163,17,5209,136,33.17,11,27,17,136.97,4204,41.35,214,1779,91.15,98.87,1,98,12,8,72.89,219,40.57,5.07,11.38,6/10,2220,27,9
T Taibu (Afr/ZIM),England,2007-2021,195,206,6,5198,153,29.53,3,34,3,64.79,4892,69.77,466,467,64.95,92.55,34,180,18,73,34.35,532,21.55,4.54,50.08,4/36,4622,46,7
Habibul Bashar (BAN),New Zealand,2006-2024,161,204,46,5194,113,26.23,3,38,17,139.67,6659,39.84,278,74,96.73,51.48,45,255,3,59,67.82,32,35.68,6.57,38.23,6/46,1075,36,6
SL Campbell (WI),Afghanistan,1980-2021,142,180,29,5165,208,29.34,6,32,12,141.26,3056,28.55,428,233,55.72,77.94,7,257,15,91,66.96,2,31.53,4.02,27.8,1/44,2876,19,2
CZ Harris (NZ),Sri Lanka,1992-2022,273,255,33,5156,130,27.28,1,21,15,124.34,15762,51.86,273,837,93.53,93.83,19,197,28,8,88.56,495,49.6,3.43,39.94,6/13,3554,31,8
WPUJC Vaas (Asia/SL),Australia,2002-2021,439,384,25,5147,100*,18.64,1,14,0,70.26,16221,47.97,228,819,72.01,56.3,18,295,10,27,71.61,485,11.02,3.95,45.27,4/30,2040,7,7
HH Dippenaar (Afr/SA),Afghanistan,2014-2024,146,158,41,5140,177*,36.97,7,33,6,89.28,17148,22.96,493,653,97.62,67.32,35,25,36,47,76.73,319,41.59,7.15,37.71,4/10,1967,23,0
HM Nicholls (NZ),Bangladesh,1987-2022,141,169,38,5129,200*,35.13,10,27,15,60.39,9794,52.0,223,1186,69.59,96.94,47,87,41,79,37.25,463,16.02,5.24,58.36,6/50,2910,45,8
AD Hales (ENG),New Zealand,1996-2022,156,163,24,5066,171,33.32,7,31,18,121.55,6757,31.84,96,1033,85.01,94.66,34,81,22,33,32.45,469,30.04,3.48,19.78,6/13,2172,10,5
Ahmed Shehzad (PAK),Afghanistan,2005-2024,153,165,28,5058,176,31.41,10,25,9,117.76,4235,55.88,208,1900,80.45,64.74,5,295,36,94,63.34,339,28.11,5.28,51.55,4/16,4359,37,7
Mominul Haque (BAN),Australia,2011-2023,101,155,44,4968,181,34.74,13,23,0,142.95,1747,36.14,237,558,68.64,54.67,4,46,4,14,67.94,543,19.73,3.85,51.42,4/26,2552,14,2
ND McKenzie (SA),India,2000-2022,124,150,16,4948,226,37.48,7,26,7,104.74,6048,44.17,411,1153,52.59,86.63,36,159,23,24,59.67,593,18.01,7.52,12.21,4/12,4567,32,9
HH Streak (Afr/ZIM),West Indies,2014-2022,254,266,43,4933,127*,25.55,1,24,19,72.9,2264,47.8,141,1592,60.55,92.97,41,74,36,84,24.72,536,47.52,6.3,52.4,6/15,595,23,5
GJ Whittall (ZIM),Bangladesh,2014-2021,193,224,9,4912,203*,25.18,4,21,4,109.14,7508,33.06,88,1765,61.07,79.11,4,77,24,36,77.08,454,32.86,9.2,46.28,3/31,887,41,1
RB Simpson (AUS),India,1984-2021,64,113,27,4905,311,46.27,10,27,5,96.49,9803,48.61,298,263,78.78,53.88,48,189,33,57,89.03,492,28.96,5.74,23.79,5/26,421,12,1
TW Graveney (ENG),India,2019-2021,79,123,18,4882,258,44.38,11,20,11,115.41,16098,22.82,403,63,98.65,68.47,41,61,10,22,83.03,37,29.8,8.79,29.55,5/40,1226,42,1
DS Lehmann (AUS),Afghanistan,2020-2022,144,143,1,4876,177,40.97,9,27,4,102.81,13752,41.54,472,1514,54.05,74.5,8,263,3,38,39.75,136,20.07,8.1,41.65,4/48,648,9,5
Sir RJ Hadlee (NZ),Australia,1993-2024,201,232,43,4875,151*,24.87,2,19,11,83.78,9830,64.5,271,1035,67.15,56.85,28,72,43,19,77.17,426,30.57,7.35,16.68,3/18,3158,38,4
RW Marsh (AUS),New Zealand,1999-2024,188,226,24,4858,132,24.53,3,20,1,99.16,15602,29.23,208,1760,51.06,76.34,39,236,26,49,63.58,100,35.79,9.27,52.42,5/21,627,25,7
Mohammad Shahzad (AFG),India,2011-2021,159,161,27,4844,131*,31.25,7,26,1,65.93,7182,42.46,272,1361,92.5,76.33,18,218,48,12,75.17,403,45.24,5.63,20.48,5/47,2016,15,5
N Dickwella (SL),Sri Lanka,2014-2021,137,175,20,4841,116,29.16,2,32,4,135.0,16027,25.96,352,921,71.88,86.96,30,193,3,84,80.38,395,30.56,8.07,33.89,4/28,795,23,4
IR Redpath (AUS),South Africa,1998-2024,71,125,30,4783,171,41.95,8,31,14,67.73,4552,30.42,441,476,53.15,68.57,44,116,42,47,60.1,289,43.79,5.87,58.9,4/35,1295,15,2
RR Pant (IND),South Africa,1981-2021,145,159,10,4773,159*,34.33,7,22,5,100.37,8585,58.77,323,576,62.68,64.35,35,199,22,44,48.99,420,37.19,4.63,59.13,7/19,573,13,1
Imam-ul-Haq (PAK),Australia,2003-2024,98,119,15,4727,157,43.36,12,29,16,135.78,11612,59.45,482,1701,67.24,64.46,13,13,4,24,34.11,274,22.26,5.36,18.1,4/45,2205,31,5
Majid Khan (PAK),Sri Lanka,1997-2021,86,128,31,4717,167,38.66,9,26,0,63.35,19168,30.89,233,1031,76.82,94.9,30,240,19,53,75.76,301,21.62,8.37,44.99,5/28,1126,3,3
DJ Mitchell (NZ),Afghanistan,2016-2023,134,144,49,4717,190,38.98,11,24,10,127.29,16558,35.51,339,1441,68.67,98.33,26,131,13,20,44.94,261,14.71,9.75,43.72,7/41,461,43,7
Shubman Gill (IND),Sri Lanka,2009-2024,97,122,24,4706,208,43.57,12,23,3,144.76,14134,56.49,58,1468,73.67,82.35,42,271,6,17,41.8,226,40.77,3.14,48.74,6/10,269,39,1
P Nissanka (SL),Australia,1990-2024,129,137,22,4688,210*,36.91,8,33,7,87.52,7742,21.67,355,997,83.46,50.71,13,134,14,53,67.99,161,34.96,9.43,42.53,2/46,468,33,1
JDP Oram (NZ),Bangladesh,2008-2021,229,205,0,4688,133,27.09,6,21,16,64.33,5230,23.11,476,1455,89.05,67.41,11,134,47,51,26.25,240,33.26,3.4,40.52,1/15,2304,5,2
AG Prince (Afr/SA),Bangladesh,1984-2024,119,146,39,4688,162*,39.72,11,14,6,77.46,6165,29.12,200,1980,89.71,73.43,4,135,41,70,75.53,13,10.09,8.86,11.19,1/26,3690,48,6
KJ Coetzer (SCOT),Australia,1981-2021,159,155,8,4687,156,31.66,5,27,17,111.57,10028,51.13,212,1103,85.33,78.73,22,67,21,64,50.77,98,21.39,9.41,11.89,3/13,1759,24,9
